K,Ktilde,Lam1,Lam2,Lam3,MDD
4.0,4.0,1.2488488690016821,5.29449005047003,403.4287934927351,100414.18550798965
6.0,6.0,0.29457482831010734,22.445970517581,403.4287934927351,102522.98062628176
0.0,0.0,0.0,0.0,0.0,0.0
