x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
0.139112367535684,0.3348304217486186,0.4291593088643862,0.4835156841398259,0.5119148809427142,0.5328977292360187,0.548547685585324,0.562198487106958,0.5733153422891558,0.5836727839534885,0.59321529251036,0.603642979463452,0.61354650004004,0.623942033171303,0.6345202135849594,0.645910161893737,0.658622863949181,0.6724789554698052,0.687891723186236,0.705788281802324,0.7290581181068417,0.753293139909765
