x1,x2,x3,x4,x5,x6
3.186730815173771e-7,8.044500648689737e-7,1.4897563376715898e-6,2.476154377958299e-6,3.5908381008600024e-6,1.999681639665654e-5
8.044500648689737e-7,2.1656565180087735e-6,4.183781042269101e-6,7.181840661006853e-6,1.0639651720462108e-5,6.655393257270562e-5
1.4897563376715898e-6,4.183781042269101e-6,8.34952078232568e-6,1.4735041731990644e-5,2.2257967439048916e-5,0.00015541184096708082
2.476154377958299e-6,7.181840661006853e-6,1.4735041731990644e-5,2.670100155747691e-5,4.114221701524274e-5,0.0003225209324666628
3.5908381008600024e-6,1.0639651720462108e-5,2.2257967439048916e-5,4.114221701524274e-5,6.439566471787033e-5,0.0005542994058999543
1.999681639665654e-5,6.655393257270562e-5,0.00015541184096708082,0.0003225209324666628,0.0005542994058999543,0.008512613274669121
1.4719180233732316e-5,2.6621541619136488e-5,4.077104248315054e-5,5.9118579424807266e-5,7.84978787735489e-5,0.00026888181071510643
2.6621541619136488e-5,4.8779932586285304e-5,7.537792693156963e-5,0.00011010336126798134,0.0001469598135712095,0.000523327104585932
4.077104248315054e-5,7.537792693156963e-5,0.0001172466156876089,0.00017225295026192786,0.00023091251688279237,0.0008524324141834455
5.9118579424807266e-5,0.00011010336126798134,0.00017225295026192786,0.00025449473479525016,0.0003427320806225249,0.0013225904958445594
7.84978787735489e-5,0.0001469598135712095,0.00023091251688279237,0.0003427320806225249,0.0004634284252778374,0.0018686095384923258
0.00026888181071510643,0.000523327104585932,0.0008524324141834455,0.0013225904958445594,0.0018686095384923258,0.013299679365514211
6.773692020348621e-5,0.00010868031415535307,0.00015431521675997377,0.00021092548945669432,0.00026884240886807713,0.0006768918751027702
0.00010868031415535307,0.0001757084613209462,0.0002508826732402858,0.00034456685791481355,0.0004407391498078816,0.001145494023528071
0.00015431521675997377,0.0002508826732402858,0.00035975809533615646,0.0004960243682347853,0.0006363735418268471,0.0017033489373935687
0.00021092548945669432,0.00034456685791481355,0.0004960243682347853,0.0006865059201386086,0.0008834948047422879,0.0024485103469996717
0.00026884240886807713,0.0004407391498078816,0.0006363735418268471,0.0008834948047422879,0.0011400805935729227,0.0032681458690518635
0.0006768918751027702,0.001145494023528071,0.0017033489373935687,0.0024485103469996717,0.0032681458690518635,0.015376133536661557
0.00011856345924934937,0.00018346395644646868,0.00025426592615942557,0.00034075836895873713,0.00042824295405090144,0.0009548762002374564
0.00018346395644646868,0.0002854005112589785,0.00039714496897330637,0.0005341580426281318,0.0006731273694839075,0.0015421995461973106
0.00025426592615942557,0.00039714496897330637,0.000554452642267085,0.0007480317039732149,0.0009449322465234771,0.0022229751651943195
0.00034075836895873713,0.0005341580426281318,0.0007480317039732149,0.0010123162448317032,0.0012820778400636937,0.003112689274772173
0.00042824295405090144,0.0006731273694839075,0.0009449322465234771,0.0012820778400636937,0.0016273915984275963,0.004073680161629525
0.0009548762002374564,0.0015421995461973106,0.0022229751651943195,0.003112689274772173,0.004073680161629525,0.01639821721016257
0.0001603017233134372,0.00024244336844041152,0.0003306854239699188,0.0004371452410708215,0.0005436862218127428,0.001074671486077503
0.00024244336844041152,0.00036812731755809407,0.0005037499244503853,0.000667947645569507,0.0008327048205829859,0.0016897341370240696
0.0003306854239699188,0.0005037499244503853,0.0006913432501979327,0.0009193395005252532,0.0011488000142562261,0.0023982205364255394
0.0004371452410708215,0.000667947645569507,0.0009193395005252532,0.001226274028464502,0.0015363391019415087,0.0033185760718907964
0.0005436862218127428,0.0008327048205829859,0.0011488000142562261,0.0015363391019415087,0.0019292381433346597,0.00430336103895399
0.001074671486077503,0.0016897341370240696,0.0023982205364255394,0.0033185760718907964,0.00430336103895399,0.01511511306754512
0.0001440749922287687,0.00021681739711830456,0.00029465305868814974,0.00038817286529042194,0.0004813735922515926,0.0009094359664139241
0.00021681739711830456,0.0003275847866359086,0.0004467082213462538,0.0005904055603422768,0.0007340346431648389,0.0014280788716024282
0.00029465305868814974,0.0004467082213462538,0.0006111218249329639,0.0008103728852905316,0.0010102324385984525,0.0020320310867221426
0.00038817286529042194,0.0005904055603422768,0.0008103728852905316,0.0010784286241024474,0.0013484878252587769,0.0028229971850727478
0.0004813735922515926,0.0007340346431648389,0.0010102324385984525,0.0013484878252587769,0.0016906768927945862,0.0036712731969694595
0.0009094359664139241,0.0014280788716024282,0.0020320310867221426,0.0028229971850727478,0.0036712731969694595,0.012815875035751881
0.00010209012196372955,0.00015429739945374256,0.0002102726793749289,0.0002775083720849011,0.0003444310475271942,0.0006452799910088801
0.00015429739945374256,0.00023444704296262682,0.00032097970615448535,0.00042547338432524806,0.0005298804452703501,0.0010315645378666377
0.0002102726793749289,0.00032097970615448535,0.00044140840395014293,0.0005877490898606403,0.0007346481687443366,0.0014940993113501536
0.0002775083720849011,0.00042547338432524806,0.0005877490898606403,0.0007864018971818881,0.000986943503225977,0.0021120097686873353
0.0003444310475271942,0.0005298804452703501,0.0007346481687443366,0.000986943503225977,0.0012429439315242111,0.00278153560410012
0.0006452799910088801,0.0010315645378666377,0.0014940993113501536,0.0021120097686873353,0.00278153560410012,0.01040891157343892
1.892372904668022e-5,3.022947600231811e-5,4.283774429437153e-5,5.8413534500080004e-5,7.422604700133233e-5,0.0001715448466224732
3.022947600231811e-5,4.900849295520196e-5,7.029516826046476e-5,9.690796734711612e-5,0.0001241502712042572,0.0003093193583393885
4.283774429437153e-5,7.029516826046476e-5,0.0001019462927428032,0.00014206211009492865,0.00018352918993521064,0.0004957617495556295
5.8413534500080004e-5,9.690796734711612e-5,0.00014206211009492865,0.00020021635124580032,0.00026105502735814965,0.0007734044349471271
7.422604700133233e-5,0.0001241502712042572,0.00018352918993521064,0.00026105502735814965,0.00034303115487974964,0.00109914414881297
0.0001715448466224732,0.0003093193583393885,0.0004957617495556295,0.0007734044349471271,0.00109914414881297,0.006813547552918595
5.229209041573779e-7,1.1289804046001239e-6,1.919186424839078e-6,2.999507703398512e-6,4.17214495404244e-6,1.7425707538612934e-5
1.1289804046001239e-6,2.509360408556875e-6,4.352738690221061e-6,6.913115321914318e-6,9.720198238216654e-6,4.3369186153711184e-5
1.919186424839078e-6,4.352738690221061e-6,7.687322936868779e-6,1.2428884659644675e-5,1.7712951692550005e-5,8.693514940797177e-5
2.999507703398512e-6,6.913115321914318e-6,1.2428884659644675e-5,2.0555916016343546e-5,2.987233067888314e-5,0.00017024970375422604
4.17214495404244e-6,9.720198238216654e-6,1.7712951692550005e-5,2.987233067888314e-5,4.420019058007779e-5,0.0002887076143746252
1.7425707538612934e-5,4.3369186153711184e-5,8.693514940797177e-5,0.00017024970375422604,0.0002887076143746252,0.004142229318686356
