K,Ktilde,Lam1,Lam2,Lam3,MDD
4.0,4.0,1.2488488690016821,403.4287934927351,5.29449005047003,58565.058748598174
6.0,6.0,1.2488488690016821,403.4287934927351,22.445970517581,59286.78845932674
0.0,0.0,0.0,0.0,0.0,0.0
